session_uuid,action_type,elapsed_time,event_time,time_group,tag_applied_type,patient_id,location_id,tool_applied_type,injury_treated_id
04882754-51a0-4e5b-9617-b200e3609116,TAG_APPLIED,530258,2023-06-07 10:34:00,2,green,Gloria_8 Root,,,
04882754-51a0-4e5b-9617-b200e3609116,INJURY_TREATED,535402,2023-06-07 10:34:00,2,,Gloria_8 Root,"(2.8, 0.9, -3.3)",,L Forearm Laceration
04882754-51a0-4e5b-9617-b200e3609116,TOOL_APPLIED,535402,2023-06-07 10:34:00,2,,Gloria_8 Root,,Gauze_Dressing,
04882754-51a0-4e5b-9617-b200e3609116,PULSE_TAKEN,535418,2023-06-07 10:34:00,2,,Gloria_8 Root,,,
04882754-51a0-4e5b-9617-b200e3609116,PATIENT_ENGAGED,553755,2023-06-07 10:35:00,2,,Gloria_6 Root,"(-1.2, 0.0, 3.1)",,
04882754-51a0-4e5b-9617-b200e3609116,TOOL_APPLIED,568833,2023-06-07 10:35:00,2,,Gloria_6 Root,,Gauze_Dressing,
04882754-51a0-4e5b-9617-b200e3609116,PULSE_TAKEN,569049,2023-06-07 10:35:00,2,,Gloria_6 Root,,,
04882754-51a0-4e5b-9617-b200e3609116,TOOL_APPLIED,571824,2023-06-07 10:35:00,2,,Gloria_6 Root,,Tourniquet,
04882754-51a0-4e5b-9617-b200e3609116,TAG_APPLIED,576501,2023-06-07 10:35:00,2,yellow,Gloria_6 Root,,,
04882754-51a0-4e5b-9617-b200e3609116,TOOL_APPLIED,586041,2023-06-07 10:35:00,2,,Gloria_6 Root,,Tourniquet,
04882754-51a0-4e5b-9617-b200e3609116,TOOL_APPLIED,591896,2023-06-07 10:35:00,2,,Gloria_6 Root,,Gauze_Dressing,
04882754-51a0-4e5b-9617-b200e3609116,PULSE_TAKEN,592262,2023-06-07 10:35:00,2,,Gloria_6 Root,,,
04882754-51a0-4e5b-9617-b200e3609116,INJURY_TREATED,594913,2023-06-07 10:35:00,2,,Gloria_6 Root,"(-1.1, 0.2, 3.2)",,R Calf Shrapnel
04882754-51a0-4e5b-9617-b200e3609116,TOOL_APPLIED,594913,2023-06-07 10:35:00,2,,Gloria_6 Root,,Gauze_Dressing,
04882754-51a0-4e5b-9617-b200e3609116,PATIENT_ENGAGED,608419,2023-06-07 10:36:00,2,,Lily_4 Root,"(1.2, 0.0, 6.2)",,
04882754-51a0-4e5b-9617-b200e3609116,INJURY_TREATED,623172,2023-06-07 10:36:00,2,,Lily_4 Root,"(0.9, 0.2, 6.5)",,L Side Puncture
04882754-51a0-4e5b-9617-b200e3609116,TOOL_APPLIED,623172,2023-06-07 10:36:00,2,,Lily_4 Root,,Gauze_Pack,
04882754-51a0-4e5b-9617-b200e3609116,PULSE_TAKEN,624382,2023-06-07 10:36:00,2,,Lily_4 Root,,,
04882754-51a0-4e5b-9617-b200e3609116,TAG_APPLIED,629496,2023-06-07 10:36:00,2,red,Lily_4 Root,,,
04882754-51a0-4e5b-9617-b200e3609116,PATIENT_ENGAGED,647792,2023-06-07 10:36:00,2,,Mike_7 Root,"(1.3, 0.0, 3.4)",,
04882754-51a0-4e5b-9617-b200e3609116,INJURY_TREATED,656277,2023-06-07 10:36:00,2,,Mike_7 Root,"(0.7, 0.1, 3.5)",,L Thigh Puncture
04882754-51a0-4e5b-9617-b200e3609116,TOOL_APPLIED,656277,2023-06-07 10:36:00,2,,Mike_7 Root,,Tourniquet,
04882754-51a0-4e5b-9617-b200e3609116,INJURY_TREATED,661238,2023-06-07 10:36:00,2,,Mike_7 Root,"(1.3, 0.2, 3.8)",,R Calf Laceration
04882754-51a0-4e5b-9617-b200e3609116,TOOL_APPLIED,661238,2023-06-07 10:36:00,2,,Mike_7 Root,,Gauze_Dressing,
04882754-51a0-4e5b-9617-b200e3609116,TAG_APPLIED,667721,2023-06-07 10:37:00,2,red,Mike_7 Root,,,
04882754-51a0-4e5b-9617-b200e3609116,SESSION_END,686535,2023-06-07 10:37:00,2,,,,,
06574b6f-ab02-432c-9a65-7b031218a270,SESSION_START,34699,2023-05-16 14:59:00,1,,,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,91120,2023-05-16 15:00:00,1,,Mike_3 Root,"(3.1, 0.0, 4.4)",,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,95164,2023-05-16 15:00:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,95280,2023-05-16 15:00:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,98447,2023-05-16 15:00:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,98897,2023-05-16 15:00:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,98982,2023-05-16 15:00:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,99068,2023-05-16 15:00:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,99354,2023-05-16 15:00:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,99887,2023-05-16 15:00:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,100110,2023-05-16 15:00:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,138633,2023-05-16 15:01:00,1,,Mike_3 Root,"(0.0, 0.0, 0.0)",,R Chest Collapse
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,144524,2023-05-16 15:01:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,152121,2023-05-16 15:01:00,1,,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,166557,2023-05-16 15:01:00,1,red,Mike_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,176515,2023-05-16 15:02:00,1,,Mike_1 Root,"(2.9, 0.0, 0.1)",,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,181048,2023-05-16 15:02:00,1,,Mike_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,184244,2023-05-16 15:02:00,1,,Mike_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,185814,2023-05-16 15:02:00,1,,Mike_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,187315,2023-05-16 15:02:00,1,,Mike_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,187748,2023-05-16 15:02:00,1,,Mike_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,188731,2023-05-16 15:02:00,1,,Mike_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,189531,2023-05-16 15:02:00,1,,Mike_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,190415,2023-05-16 15:02:00,1,,Mike_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,210597,2023-05-16 15:02:00,1,,Mike_1 Root,"(2.9, 0.3, 0.4)",,L Thigh Laceration
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,210597,2023-05-16 15:02:00,1,,Mike_1 Root,,Tourniquet,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,246280,2023-05-16 15:03:00,1,yellow,Mike_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,249046,2023-05-16 15:03:00,1,,Mike_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,259247,2023-05-16 15:03:00,1,,Mike_0 Root,"(1.4, 0.0, -3.1)",,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,270502,2023-05-16 15:03:00,1,,Mike_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,272666,2023-05-16 15:03:00,1,,Mike_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,272765,2023-05-16 15:03:00,1,,Mike_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,285324,2023-05-16 15:03:00,1,green,Mike_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,295168,2023-05-16 15:04:00,1,,Mike_2 Root,"(2.9, 0.0, -5.1)",,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,296488,2023-05-16 15:04:00,1,,Mike_2 Root,"(2.8, 1.4, -5.0)",,L Shoulder Puncture
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,296488,2023-05-16 15:04:00,1,,Mike_2 Root,,Gauze_Pack,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,302870,2023-05-16 15:04:00,1,green,Mike_2 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,303503,2023-05-16 15:04:00,1,,Mike_2 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,309674,2023-05-16 15:04:00,1,,Mike_2 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,311596,2023-05-16 15:04:00,1,,Mike_2 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,316472,2023-05-16 15:04:00,1,,Mike_2 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,320496,2023-05-16 15:04:00,1,,Mike_2 Root,,Gauze_Pack,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,322228,2023-05-16 15:04:00,1,yellow,Mike_2 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,330168,2023-05-16 15:04:00,1,,Mike_2 Root,,Gauze_Dressing,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,332389,2023-05-16 15:04:00,1,red,Mike_2 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,343840,2023-05-16 15:04:00,1,,Mike_0 Root,"(1.4, 0.0, -3.1)",,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,343857,2023-05-16 15:04:00,1,,Mike_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,350082,2023-05-16 15:04:00,1,,Mike_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,351097,2023-05-16 15:04:00,1,,Mike_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,351405,2023-05-16 15:04:00,1,,Mike_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,353466,2023-05-16 15:05:00,1,,Mike_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,362360,2023-05-16 15:05:00,1,,Mike_0 Root,"(1.7, 1.0, -3.0)",,R Forearm Laceration
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,362360,2023-05-16 15:05:00,1,,Mike_0 Root,,Gauze_Dressing,
06574b6f-ab02-432c-9a65-7b031218a270,SESSION_END,391660,2023-05-16 15:05:00,1,,,,,
06574b6f-ab02-432c-9a65-7b031218a270,SESSION_START,416078,2023-05-16 15:06:00,2,,,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,434923,2023-05-16 15:06:00,2,,Gary_3 Root,"(0.4, 0.0, 1.7)",,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,440922,2023-05-16 15:06:00,2,,Gary_3 Root,"(0.0, 0.0, 0.0)",,R Chest Collapse
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,447576,2023-05-16 15:06:00,2,,Gary_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,465118,2023-05-16 15:06:00,2,,Gary_3 Root,"(0.0, 0.0, 0.0)",,R Chest Collapse
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,469365,2023-05-16 15:06:00,2,,Gary_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,472447,2023-05-16 15:06:00,2,red,Gary_3 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,481369,2023-05-16 15:07:00,2,,Gary_1 Root,"(1.6, 0.0, 7.6)",,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,487392,2023-05-16 15:07:00,2,,Gary_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,507080,2023-05-16 15:07:00,2,gray,Gary_1 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,524656,2023-05-16 15:07:00,2,,Bob_0 Root,"(-1.7, 0.0, 5.6)",,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,528248,2023-05-16 15:07:00,2,,Bob_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,533681,2023-05-16 15:08:00,2,black,Bob_0 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,542332,2023-05-16 15:08:00,2,,Gloria_6 Root,"(-1.2, 0.0, 3.1)",,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,555855,2023-05-16 15:08:00,2,,Gloria_6 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,563171,2023-05-16 15:08:00,2,yellow,Gloria_6 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,571058,2023-05-16 15:08:00,2,,Mike_7 Root,"(1.3, 0.0, 3.4)",,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,576338,2023-05-16 15:08:00,2,,Mike_7 Root,"(0.7, 0.1, 3.5)",,L Thigh Puncture
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,576338,2023-05-16 15:08:00,2,,Mike_7 Root,,Tourniquet,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,576854,2023-05-16 15:08:00,2,,Mike_7 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,585081,2023-05-16 15:08:00,2,,Mike_7 Root,"(1.3, 0.1, 3.8)",,R Calf Laceration
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,585081,2023-05-16 15:08:00,2,,Mike_7 Root,,Gauze_Dressing,
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,590282,2023-05-16 15:08:00,2,,Mike_7 Root,,Gauze_Pack,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,603722,2023-05-16 15:09:00,2,yellow,Mike_7 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,609389,2023-05-16 15:09:00,2,,Mike_5 Root,"(2.7, 0.0, 2.3)",,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,612289,2023-05-16 15:09:00,2,,Mike_5 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,615628,2023-05-16 15:09:00,2,,Mike_5 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,616860,2023-05-16 15:09:00,2,,Mike_5 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,618828,2023-05-16 15:09:00,2,,Mike_5 Root,"(3.0, 0.3, 2.2)",,R Thigh Laceration
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,618828,2023-05-16 15:09:00,2,,Mike_5 Root,,Tourniquet,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,621154,2023-05-16 15:09:00,2,,Mike_5 Root,"(3.1, 0.2, 2.5)",,R Side Puncture
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,621154,2023-05-16 15:09:00,2,,Mike_5 Root,,Gauze_Pack,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,624603,2023-05-16 15:09:00,2,,Mike_5 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,624854,2023-05-16 15:09:00,2,,Mike_5 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,625981,2023-05-16 15:09:00,2,,Mike_5 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,634647,2023-05-16 15:09:00,2,red,Mike_5 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,634695,2023-05-16 15:09:00,2,,Mike_5 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,637190,2023-05-16 15:09:00,2,,Mike_5 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,649512,2023-05-16 15:09:00,2,,Lily_2 Root,"(3.0, 0.0, 4.5)",,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,653532,2023-05-16 15:10:00,2,,Lily_2 Root,"(2.9, 0.1, 4.2)",,R Shin Amputation
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,653532,2023-05-16 15:10:00,2,,Lily_2 Root,,Tourniquet,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,656240,2023-05-16 15:10:00,2,,Lily_2 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,668804,2023-05-16 15:10:00,2,red,Lily_2 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,673888,2023-05-16 15:10:00,2,,Lily_4 Root,"(1.2, 0.0, 6.2)",,
06574b6f-ab02-432c-9a65-7b031218a270,INJURY_TREATED,681205,2023-05-16 15:10:00,2,,Lily_4 Root,"(0.9, 0.3, 6.5)",,L Side Puncture
06574b6f-ab02-432c-9a65-7b031218a270,TOOL_APPLIED,681205,2023-05-16 15:10:00,2,,Lily_4 Root,,Gauze_Pack,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,685953,2023-05-16 15:10:00,2,,Lily_4 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,692764,2023-05-16 15:10:00,2,,Gary_1 Root,"(1.6, 0.0, 7.6)",,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,695374,2023-05-16 15:10:00,2,,Lily_4 Root,"(1.2, 0.0, 6.2)",,
06574b6f-ab02-432c-9a65-7b031218a270,TAG_APPLIED,702723,2023-05-16 15:10:00,2,red,Lily_4 Root,,,
06574b6f-ab02-432c-9a65-7b031218a270,PATIENT_ENGAGED,710087,2023-05-16 15:10:00,2,,Gary_9 Root,"(3.5, 0.0, 9.6)",,
06574b6f-ab02-432c-9a65-7b031218a270,PULSE_TAKEN,711270,2023-05-16 15:10:00,2,,Gary_9 Root,,,
