bert_word,bert_entity,bert_score,bert_start,bert_end,file_path,is_probe,is_probe_probability
Matthew,I-PER,0.9997970461845398,1119.0,1133.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
USA,I-LOC,0.9979694485664368,1139.0,1154.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
C,I-PER,0.9988453388214112,1155.0,1161.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
USA,I-LOC,0.9737971425056458,1169.0,1175.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Danalieger,I-PER,0.9898314476013184,1177.0,1189.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
L,I-PER,0.9611834287643432,1200.0,1215.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
VanFosson,I-PER,0.8580583930015564,1216.0,1225.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
USA,I-LOC,0.9662256836891174,1236.0,1247.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
bas,I-PER,0.9938384890556335,1247.0,1254.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
gado,I-PER,0.998930275440216,1254.0,1267.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
CP,I-ORG,0.4507759511470794,1268.0,1279.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Male,I-PER,0.6960544586181641,1280.0,1294.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
gt,I-PER,0.6068542003631592,1298.0,1304.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Tom,I-PER,0.9995014667510986,1307.0,1315.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
USAF,I-ORG,0.8601375222206116,1322.0,1330.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Adams,I-PER,0.9995986819267272,1331.0,1340.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
MS,I-ORG,0.6315118670463562,1341.0,1347.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Twillige,I-PER,0.8307487368583679,1351.0,1359.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
ATP,I-ORG,0.6835645437240601,1371.0,1379.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Don,I-PER,0.9991664886474608,1382.0,1387.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Parsons,I-PER,0.996994137763977,1389.0,1411.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Wanek,I-PER,0.9675109386444092,1412.0,1417.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Levi,I-PER,0.9997089505195618,1432.0,1444.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
US,I-LOC,0.8684176802635193,1450.0,1466.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Tadlock,I-PER,0.964898645877838,1470.0,1477.0,../data/Domain_Knowledge/Prolonged_Casualty_Care_Guidelines_21_Dec_2021_ID91.txt,False,0.0
Steven,I-PER,0.998298704624176,22.0,31.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
hauer,I-PER,0.7818617820739746,31.0,36.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Pass,I-LOC,0.7679555416107178,52.0,59.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Fort,I-LOC,0.972329318523407,63.0,71.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Houston,I-LOC,0.9969515800476074,72.0,83.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
MAJ,I-ORG,0.7502068281173706,124.0,127.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
hauer,I-PER,0.7196753621101379,130.0,135.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Army,I-ORG,0.9987131357192992,151.0,165.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
of,I-ORG,0.9972265362739564,166.0,172.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
gical,I-ORG,0.9856029748916626,172.0,186.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
J,I-ORG,0.3835553228855133,188.0,197.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Sam,I-LOC,0.9912135004997252,198.0,209.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
TX,I-LOC,0.9414566159248352,211.0,221.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Army,I-ORG,0.9899170994758606,222.0,234.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Center,I-ORG,0.9849486947059632,235.0,244.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Fort,I-LOC,0.9782387018203736,248.0,256.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Houston,I-LOC,0.9914003610610962,258.0,269.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Uniformed,I-ORG,0.9970121383666992,271.0,280.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
University,I-ORG,0.9948061108589172,290.0,303.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
the,I-ORG,0.9605048894882202,304.0,314.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Sciences,I-ORG,0.83612459897995,315.0,329.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
esda,I-LOC,0.9822779893875122,329.0,333.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
59th,I-ORG,0.9549906253814696,343.0,347.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Wing,I-ORG,0.987293779850006,356.0,363.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Lackland,I-LOC,0.9305980205535888,367.0,375.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
2LTC,I-ORG,0.7698737978935242,381.0,385.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
ylor,I-PER,0.7863466143608093,388.0,392.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
igan,I-ORG,0.9294016361236572,405.0,414.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Medical,I-ORG,0.92795330286026,415.0,429.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Joint,I-LOC,0.7233468294143677,431.0,441.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Lewis,I-LOC,0.9807558655738832,442.0,449.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
cChord,I-LOC,0.8910318613052368,449.0,455.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Ms,I-ORG,0.5319420695304871,462.0,467.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
aa,I-PER,0.7986384034156799,467.0,480.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Army,I-ORG,0.99885094165802,481.0,495.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
of,I-ORG,0.9975409507751464,496.0,502.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
gical,I-ORG,0.990555465221405,502.0,516.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
J,I-LOC,0.5417758822441101,518.0,527.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Sam,I-LOC,0.9931127429008484,528.0,540.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
TXMA,I-ORG,0.7511724233627319,542.0,549.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Uniformed,I-ORG,0.9970840811729432,565.0,574.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
University,I-ORG,0.9959814548492432,584.0,597.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
the,I-ORG,0.9798536896705629,598.0,608.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Sciences,I-ORG,0.928994357585907,609.0,623.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
esda,I-LOC,0.98527592420578,623.0,627.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
4th,I-ORG,0.9941091537475586,637.0,649.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Division,I-ORG,0.9910098314285278,650.0,663.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Infantry,I-ORG,0.991239368915558,664.0,681.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Combat,I-ORG,0.9643319845199584,682.0,693.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Fort,I-LOC,0.9888454079627992,695.0,706.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
CO,I-LOC,0.9950369000434875,708.0,718.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Lorenzo,I-PER,0.9916463494300842,719.0,745.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
of,I-ORG,0.997597873210907,746.0,754.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Health,I-ORG,0.9446135759353638,755.0,765.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Antonio,I-LOC,0.9670261740684508,766.0,778.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Antonio,I-LOC,0.9987589120864868,779.0,790.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Combat,I-ORG,0.6412400603294373,824.0,832.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
CareCCC,I-ORG,0.7819719314575195,840.0,850.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
CCC,I-MISC,0.7637442946434021,1197.0,1200.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
Base,I-LOC,0.8655471801757812,1362.0,1372.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
McChord,I-LOC,0.9430316686630248,1373.0,1380.0,../data/Domain_Knowledge/SchauerMedicBag.txt,False,0.0
US,I-LOC,0.6422017216682434,278.0,431.0,../data/Domain_Knowledge/soldiers-manual-68w.txt,False,0.0
Exchange,I-ORG,0.6570497751235962,432.0,448.0,../data/Domain_Knowledge/soldiers-manual-68w.txt,False,0.0
MCC,I-ORG,0.6053322553634644,577.0,598.0,../data/Domain_Knowledge/soldiers-manual-68w.txt,False,0.0
St,I-LOC,0.6957494616508484,603.0,612.0,../data/Domain_Knowledge/soldiers-manual-68w.txt,False,0.0
Sam,I-LOC,0.8455298542976379,614.0,625.0,../data/Domain_Knowledge/soldiers-manual-68w.txt,False,0.0
TX,I-LOC,0.9757850170135498,627.0,869.0,../data/Domain_Knowledge/soldiers-manual-68w.txt,False,0.0
Knowledge,I-ORG,0.7027929425239563,870.0,886.0,../data/Domain_Knowledge/soldiers-manual-68w.txt,False,0.0
AR,I-ORG,0.690305769443512,1173.0,1191.0,../data/Domain_Knowledge/soldiers-manual-68w.txt,False,0.0
DC,I-LOC,0.9974290728569032,1193.0,1195.0,../data/Domain_Knowledge/soldiers-manual-68w.txt,False,0.0
TCCC,I-ORG,0.9752800464630128,0.0,4.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Care,I-MISC,0.5941537022590637,66.0,73.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
CCCC,I-ORG,0.5134331583976746,73.0,82.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
States,I-LOC,0.990486204624176,100.0,263.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
CCC,I-ORG,0.8826131820678711,263.0,266.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
on,I-ORG,0.998572826385498,331.0,342.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Combat,I-ORG,0.9980900883674622,343.0,351.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
asualty,I-ORG,0.932541847229004,351.0,358.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
CoTCCC,I-ORG,0.9978516697883606,365.0,371.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Committees,I-ORG,0.9990726709365844,403.0,416.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Trauma,I-ORG,0.8030605912208557,417.0,423.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
oT,I-ORG,0.9915130138397216,427.0,429.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Health,I-ORG,0.9986263513565063,455.0,468.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
DHA,I-ORG,0.9988675117492676,470.0,473.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
CCC,I-ORG,0.8490197658538818,480.0,483.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Operations,I-ORG,0.9993539452552797,526.0,544.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Naval,I-ORG,0.998920440673828,583.0,596.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Warfare,I-ORG,0.9989570379257202,597.0,612.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Special,I-ORG,0.9894158840179444,617.0,635.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Medical,I-ORG,0.991190791130066,636.0,652.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
&,I-ORG,0.9931392073631288,653.0,666.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
CoTCCC,I-ORG,0.985832452774048,679.0,685.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
CCC,I-ORG,0.7869048118591309,808.0,811.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Medicine,I-MISC,0.5848648548126221,847.0,880.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
CCC,I-ORG,0.9140767455101012,880.0,883.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
of,I-ORG,0.9992701411247252,914.0,924.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
DoD,I-ORG,0.9963632822036744,926.0,929.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Association,I-ORG,0.9994871616363524,961.0,975.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Emergency,I-ORG,0.99884831905365,976.0,993.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Technicians,I-ORG,0.9965774416923524,994.0,1005.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
TCCC,I-ORG,0.9906238317489624,1016.0,1020.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
States,I-ORG,0.9993625283241272,1062.0,1076.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Operations,I-ORG,0.9994446635246276,1077.0,1095.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Naval,I-ORG,0.999157190322876,1125.0,1138.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Education,I-ORG,0.9990886449813844,1139.0,1150.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Training,I-ORG,0.9989022016525269,1151.0,1167.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
CoTCCC,I-ORG,0.9952057003974916,1181.0,1187.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Health,I-ORG,0.9972725510597228,1254.0,1266.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
DHB,I-ORG,0.996791422367096,1268.0,1271.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
TCCC,I-ORG,0.982836365699768,1289.0,1293.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
TS,I-ORG,0.9744823575019836,1337.0,1362.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
TS,I-ORG,0.961138904094696,1362.0,1378.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
TCCC,I-ORG,0.9921249151229858,1378.0,1382.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
HA,I-ORG,0.990211546421051,1423.0,1433.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
TCCC,I-ORG,0.9937864542007446,1433.0,1437.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
oT,I-ORG,0.945087432861328,1475.0,1477.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
TCCC,I-ORG,0.9920694231987,1485.0,1489.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
States,I-ORG,0.9111699461936952,1605.0,1616.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Navy,I-ORG,0.9935246706008912,1618.0,1627.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Force,I-ORG,0.9977600574493408,1628.0,1641.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Corps,I-ORG,0.9991148114204408,1642.0,1658.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Guard,I-ORG,0.998524844646454,1659.0,1674.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
CCC,I-ORG,0.9943772554397584,1674.0,1677.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
GroupCC,I-ORG,0.9725136756896972,1686.0,1748.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
D,I-ORG,0.6987732648849487,1804.0,1809.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
CC,I-ORG,0.724921703338623,1894.0,2066.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Emergency,I-ORG,0.9778857231140136,2309.0,2318.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care.txt,False,0.0
Combat,I-MISC,0.5813260674476624,14.0,22.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care_(TCCC)_Guidelines_for_Medical_Personnel.txt,False,0.0
Care,I-MISC,0.7534005641937256,30.0,37.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care_(TCCC)_Guidelines_for_Medical_Personnel.txt,False,0.0
CCC,I-MISC,0.5949496030807495,37.0,40.0,../data/Domain_Knowledge/Tactical_Combat_Casualty_Care_(TCCC)_Guidelines_for_Medical_Personnel.txt,False,0.0
