session_uuid,scene_id,patient_id,injury_id,is_stills_visited_first,is_walk_command_issued,is_walkers_visited_last,is_wave_command_issued,is_injury_treated,is_pulse_taken,is_tag_correct
04acc8f2-1e64-47b2-9606-8d661f584aec,1,Gary_9 Root,Ear Bleed,1,1,1,1,0,0,1
04acc8f2-1e64-47b2-9606-8d661f584aec,1,Gloria_6 Root,R Calf Shrapnel,1,1,1,1,1,1,1
04acc8f2-1e64-47b2-9606-8d661f584aec,1,Gloria_8 Root,L Forearm Laceration,1,1,1,1,1,1,1
04acc8f2-1e64-47b2-9606-8d661f584aec,1,Helga_10 Root,Forehead Scrape,1,1,1,1,0,0,1
04acc8f2-1e64-47b2-9606-8d661f584aec,1,Lily_2 Root,R Shin Amputation,1,1,1,1,1,1,1
04acc8f2-1e64-47b2-9606-8d661f584aec,1,Lily_4 Root,L Side Puncture,1,1,1,1,1,1,1
04acc8f2-1e64-47b2-9606-8d661f584aec,1,Mike_5 Root,R Side Puncture,1,1,1,1,1,1,1
04acc8f2-1e64-47b2-9606-8d661f584aec,1,Mike_5 Root,R Thigh Laceration,1,1,1,1,1,1,1
04acc8f2-1e64-47b2-9606-8d661f584aec,1,Mike_7 Root,L Thigh Puncture,1,1,1,1,1,1,0
04acc8f2-1e64-47b2-9606-8d661f584aec,1,Mike_7 Root,R Calf Laceration,1,1,1,1,1,1,0
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Gary_5 Root,Asthmatic,0,1,0,0,0,0,0
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Gloria_2 Root,L Shin Amputation,0,1,0,0,1,1,1
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Gloria_8 Root,Ear Bleed,0,1,0,0,0,1,0
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Helga_0 Root,L Stomach Puncture,0,1,0,0,1,1,1
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Helga_0 Root,L Thigh Puncture,0,1,0,0,1,1,1
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Lily_1 Root,R Bicep Puncture,0,1,0,0,0,1,1
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Lily_1 Root,R Thigh Laceration,0,1,0,0,1,1,1
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Lily_7 Root,Face Shrapnel,0,1,0,0,0,0,1
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Lily_7 Root,L Wrist Amputation,0,1,0,0,0,0,1
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Lily_7 Root,R Bicep Puncture,0,1,0,0,0,0,1
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Mike_3 Root,R Wrist Amputation,0,1,0,0,1,1,1
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Mike_4 Root,R Palm Laceration,0,1,0,0,0,1,0
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Mike_6 Root,R Chest Collapse,0,1,0,0,1,1,0
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Mike_9 Root,L Calf Laceration,0,1,0,0,0,0,0
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Mike_9 Root,L Side Puncture,0,1,0,0,0,0,0
054918a7-9634-40fe-8356-2ce0c9cc376f,0,Mike_9 Root,L Thigh Puncture,0,1,0,0,0,0,0
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Bob_0 Root,Face Shrapnel,0,1,0,1,0,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Bob_0 Root,L Chest Collapse,0,1,0,1,0,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Bob_0 Root,L Stomach Puncture,0,1,0,1,0,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Bob_0 Root,L Thigh Laceration,0,1,0,1,0,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Bob_0 Root,L Wrist Amputation,0,1,0,1,0,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Bob_0 Root,R Shin Amputation,0,1,0,1,0,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Gary_1 Root,Face Shrapnel,0,1,0,1,0,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Gary_3 Root,R Chest Collapse,0,1,0,1,1,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Gary_9 Root,Ear Bleed,0,1,0,1,0,1,0
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Gloria_6 Root,R Calf Shrapnel,0,1,0,1,1,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Gloria_8 Root,L Forearm Laceration,0,1,0,1,1,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Helga_10 Root,Forehead Scrape,0,1,0,1,0,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Lily_2 Root,R Shin Amputation,0,1,0,1,1,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Lily_4 Root,L Side Puncture,0,1,0,1,1,0,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Mike_5 Root,R Side Puncture,0,1,0,1,1,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Mike_5 Root,R Thigh Laceration,0,1,0,1,1,1,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Mike_7 Root,L Thigh Puncture,0,1,0,1,1,0,1
06303b89-128e-4bfb-9e6f-a843da3134f9,1,Mike_7 Root,R Calf Laceration,0,1,0,1,1,0,1
0667e56a-abe6-4097-9a56-33735f4855e2,0,Bob_0 Root,Face Shrapnel,0,1,1,1,0,0,0
0667e56a-abe6-4097-9a56-33735f4855e2,0,Bob_0 Root,L Chest Collapse,0,1,1,1,0,0,0
0667e56a-abe6-4097-9a56-33735f4855e2,0,Bob_0 Root,L Stomach Puncture,0,1,1,1,0,0,0
0667e56a-abe6-4097-9a56-33735f4855e2,0,Bob_0 Root,L Thigh Laceration,0,1,1,1,0,0,0
0667e56a-abe6-4097-9a56-33735f4855e2,0,Bob_0 Root,L Wrist Amputation,0,1,1,1,0,0,0
0667e56a-abe6-4097-9a56-33735f4855e2,0,Bob_0 Root,R Shin Amputation,0,1,1,1,0,0,0
0667e56a-abe6-4097-9a56-33735f4855e2,0,Bob_9 Root,Ear Bleed,0,1,1,1,0,0,0
0667e56a-abe6-4097-9a56-33735f4855e2,0,Gary_1 Root,Face Shrapnel,0,1,1,1,0,0,1
0667e56a-abe6-4097-9a56-33735f4855e2,0,Gary_3 Root,R Chest Collapse,0,1,1,1,1,1,1
0667e56a-abe6-4097-9a56-33735f4855e2,0,Gloria_6 Root,R Calf Shrapnel,0,1,1,1,0,0,1
0667e56a-abe6-4097-9a56-33735f4855e2,0,Gloria_8 Root,L Forearm Laceration,0,1,1,1,1,1,0
0667e56a-abe6-4097-9a56-33735f4855e2,0,Helga_10 Root,Forehead Scrape,0,1,1,1,0,0,1
0667e56a-abe6-4097-9a56-33735f4855e2,0,Lily_2 Root,R Shin Amputation,0,1,1,1,1,0,1
0667e56a-abe6-4097-9a56-33735f4855e2,0,Lily_4 Root,L Side Puncture,0,1,1,1,1,1,0
0667e56a-abe6-4097-9a56-33735f4855e2,0,Mike_5 Root,R Side Puncture,0,1,1,1,1,0,1
0667e56a-abe6-4097-9a56-33735f4855e2,0,Mike_5 Root,R Thigh Laceration,0,1,1,1,1,0,1
0667e56a-abe6-4097-9a56-33735f4855e2,0,Mike_7 Root,L Thigh Puncture,0,1,1,1,1,0,1
0667e56a-abe6-4097-9a56-33735f4855e2,0,Mike_7 Root,R Calf Laceration,0,1,1,1,1,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Bob_0 Root,Face Shrapnel,0,1,0,1,0,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Bob_0 Root,L Chest Collapse,0,1,0,1,0,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Bob_0 Root,L Stomach Puncture,0,1,0,1,0,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Bob_0 Root,L Thigh Laceration,0,1,0,1,0,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Bob_0 Root,L Wrist Amputation,0,1,0,1,0,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Bob_0 Root,R Shin Amputation,0,1,0,1,0,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Gary_1 Root,Face Shrapnel,0,1,0,1,0,0,0
0786a1df-d010-4b1b-a99a-e00df486d479,0,Gary_3 Root,R Chest Collapse,0,1,0,1,1,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Gary_9 Root,Ear Bleed,0,1,0,1,0,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Gloria_6 Root,R Calf Shrapnel,0,1,0,1,1,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Gloria_8 Root,L Forearm Laceration,0,1,0,1,1,0,0
0786a1df-d010-4b1b-a99a-e00df486d479,0,Helga_10 Root,Forehead Scrape,0,1,0,1,0,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Lily_2 Root,R Shin Amputation,0,1,0,1,1,0,0
0786a1df-d010-4b1b-a99a-e00df486d479,0,Lily_4 Root,L Side Puncture,0,1,0,1,1,0,0
0786a1df-d010-4b1b-a99a-e00df486d479,0,Mike_5 Root,R Side Puncture,0,1,0,1,0,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Mike_5 Root,R Thigh Laceration,0,1,0,1,1,0,1
0786a1df-d010-4b1b-a99a-e00df486d479,0,Mike_7 Root,L Thigh Puncture,0,1,0,1,1,0,0
0786a1df-d010-4b1b-a99a-e00df486d479,0,Mike_7 Root,R Calf Laceration,0,1,0,1,1,0,0
09024025-1320-4891-aefa-a497744ed3e2,0,Bob_0 Root,Face Shrapnel,0,1,0,0,0,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Bob_0 Root,L Chest Collapse,0,1,0,0,0,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Bob_0 Root,L Stomach Puncture,0,1,0,0,0,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Bob_0 Root,L Thigh Laceration,0,1,0,0,0,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Bob_0 Root,L Wrist Amputation,0,1,0,0,0,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Bob_0 Root,R Shin Amputation,0,1,0,0,0,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Bob_9 Root,Ear Bleed,0,1,0,0,0,0,1
09024025-1320-4891-aefa-a497744ed3e2,0,Gary_1 Root,Face Shrapnel,0,1,0,0,0,1,0
09024025-1320-4891-aefa-a497744ed3e2,0,Gary_3 Root,R Chest Collapse,0,1,0,0,1,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Gloria_6 Root,R Calf Shrapnel,0,1,0,0,0,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Gloria_8 Root,L Forearm Laceration,0,1,0,0,1,1,0
09024025-1320-4891-aefa-a497744ed3e2,0,Helga_10 Root,Forehead Scrape,0,1,0,0,0,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Lily_2 Root,R Shin Amputation,0,1,0,0,1,1,0
09024025-1320-4891-aefa-a497744ed3e2,0,Lily_4 Root,L Side Puncture,0,1,0,0,1,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Mike_5 Root,R Side Puncture,0,1,0,0,1,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Mike_5 Root,R Thigh Laceration,0,1,0,0,1,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Mike_7 Root,L Thigh Puncture,0,1,0,0,1,1,1
09024025-1320-4891-aefa-a497744ed3e2,0,Mike_7 Root,R Calf Laceration,0,1,0,0,1,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Gary_5 Root,Asthmatic,0,1,0,0,0,0,0
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Gloria_2 Root,L Shin Amputation,0,1,0,0,1,0,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Gloria_8 Root,Ear Bleed,0,1,0,0,0,1,0
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Helga_0 Root,L Stomach Puncture,0,1,0,0,1,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Helga_0 Root,L Thigh Puncture,0,1,0,0,1,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Lily_1 Root,R Bicep Puncture,0,1,0,0,1,1,0
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Lily_1 Root,R Thigh Laceration,0,1,0,0,1,1,0
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Lily_7 Root,Face Shrapnel,0,1,0,0,0,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Lily_7 Root,L Wrist Amputation,0,1,0,0,0,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Lily_7 Root,R Bicep Puncture,0,1,0,0,0,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Mike_3 Root,R Wrist Amputation,0,1,0,0,1,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Mike_4 Root,R Palm Laceration,0,1,0,0,1,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Mike_6 Root,R Chest Collapse,0,1,0,0,1,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Mike_9 Root,L Calf Laceration,0,1,0,0,0,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Mike_9 Root,L Side Puncture,0,1,0,0,1,1,1
0940a9be-3ff5-4739-b04b-a7605c1ffa2f,0,Mike_9 Root,L Thigh Puncture,0,1,0,0,1,1,1
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Gary_4 Root,R Palm Laceration,0,1,1,0,0,1,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Gary_5 Root,Asthmatic,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Gloria_2 Root,L Shin Amputation,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Gloria_8 Root,Ear Bleed,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Helga_0 Root,L Stomach Puncture,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Helga_0 Root,L Thigh Puncture,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Lily_1 Root,R Bicep Puncture,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Lily_1 Root,R Thigh Laceration,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Lily_7 Root,Face Shrapnel,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Lily_7 Root,L Wrist Amputation,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Lily_7 Root,R Bicep Puncture,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Mike_3 Root,R Wrist Amputation,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Mike_6 Root,R Chest Collapse,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Mike_9 Root,L Calf Laceration,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Mike_9 Root,L Side Puncture,0,1,1,0,0,0,0
0950437e-94b0-45bf-8d11-dd446fd0e4a2,0,Mike_9 Root,L Thigh Puncture,0,1,1,0,0,0,0
