encounter_layout,session_uuid,scene_id,patient_id,first_patient_interaction,first_patient_triage,is_correct_bleeding_tool_applied,is_patient_dead,is_patient_gazed_at,is_patient_severely_hemorrhaging,is_patient_still,is_tag_correct,last_patient_interaction,last_tag,max_salt,maximum_injury_severity,patient_engagement_count,pulse_value,tag_value,time_to_hemorrhage_control,treatment_value,wrapped_label,tag_correct,action_count,assessment_count,treatment_count,tag_application_count,treated_expectant
Urban,1995e7ef-ef02-4fc1-b1ab-f137dbf69d48,0,Patient U Root,203286.0,287831.0,False,False,True,False,False,False,292035.0,gray,,low,1,1,0,0,0.0,Patient U (waver),False,13,11,0,1,
Urban,1995e7ef-ef02-4fc1-b1ab-f137dbf69d48,0,Patient V Root,84237.0,104367.0,False,False,True,True,False,False,310419.0,gray,,high,2,1,0,103716,1.0,Patient V (waver),False,19,14,2,1,
Urban,1995e7ef-ef02-4fc1-b1ab-f137dbf69d48,0,Patient W Root,349136.0,381712.0,False,False,True,False,False,False,467338.0,gray,,medium,1,1,0,0,1.0,Patient W (waver),False,15,11,1,1,
Urban,1995e7ef-ef02-4fc1-b1ab-f137dbf69d48,0,Patient X Root,471071.0,498020.0,False,False,True,False,False,False,507381.0,gray,,high,1,1,0,0,1.0,Patient X (walker),False,6,4,1,1,
Urban,1995e7ef-ef02-4fc1-b1ab-f137dbf69d48,0,Simulation Root,121822.0,,False,,False,False,,,121822.0,,,,0,0,0,0,,"Simulation (no SORT
info)",,1,0,0,0,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,Navy Soldier 1 Male Root,640436.0,652401.0,False,True,False,True,True,False,721483.0,red,,high,1,1,0,0,1.0,"Navy Soldier 1 Male
(still)",False,20,4,7,1,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,Navy Soldier 2 Male Root,,,False,False,False,False,False,,,,,high,0,0,0,23865,0.0,"Navy Soldier 2 Male
(waver)",,0,0,0,0,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,Navy Soldier 3 Male Root,727579.0,742753.0,False,False,False,False,False,False,767127.0,,,medium,1,1,0,747054,1.0,"Navy Soldier 3 Male
(waver)",False,7,2,2,1,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,Navy Soldier 4 Female Root,,,False,False,False,False,False,,,,,high,0,0,0,0,0.0,"Navy Soldier 4
Female (waver)",,0,0,0,0,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,Simulation Root,676025.0,,False,,False,False,,,676025.0,,,,0,0,0,0,,"Simulation (no SORT
info)",,1,0,0,0,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,bystander Root,527599.0,565178.0,False,False,False,False,True,False,586400.0,,,medium,2,0,0,0,1.0,bystander (still),False,9,2,3,1,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,electrician Root,520149.0,607453.0,False,False,False,False,True,,609829.0,,,high,3,0,0,0,1.0,electrician (still),,6,3,1,0,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,patient U Root,91725.0,120880.0,False,False,True,False,True,False,406616.0,gray,,high,2,1,0,0,1.0,patient U (still),False,16,11,1,2,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,patient V Root,177858.0,199643.0,False,False,True,False,True,False,433043.0,gray,,high,2,1,0,0,1.0,patient V (still),False,14,10,1,2,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,patient W Root,249243.0,265552.0,False,False,False,False,True,False,292357.0,,,high,1,1,0,0,1.0,patient W (still),False,7,5,1,1,
Submarine,21f8cb5d-f5ac-4a01-9287-43df5f6751a1,0,patient X Root,298582.0,316161.0,False,False,False,False,True,False,328447.0,red,,high,1,1,0,0,1.0,patient X (still),False,8,5,1,1,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,Local Soldier 1 Root,,,False,False,False,False,False,,,,,medium,0,0,0,0,0.0,"Local Soldier 1
(waver)",,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,NPC 1 Root,,,False,False,False,False,False,,,,,,0,0,0,0,,NPC 1 (walker),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,NPC 2 Root,,,False,False,False,False,False,,,,,,0,0,0,0,,NPC 2 (walker),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,NPC 3 Root,,,False,False,False,False,False,,,,,,0,0,0,0,,NPC 3 (walker),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,NPC 4 Root,,,False,False,False,False,False,,,,,,0,0,0,0,,NPC 4 (walker),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,Open World Civilian 1 Male Root,,,False,False,False,False,False,,,,,medium,0,0,0,3112,0.0,"Open World Civilian
1 Male (waver)",,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,Open World Civilian 2 Female Root,,,False,True,False,True,True,,,,,high,0,0,0,0,0.0,"Open World Civilian
2 Female (still)",,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,Open World Marine 1 Female Root,,,False,False,False,False,False,,,,,medium,0,0,0,3112,0.0,"Open World Marine 1
Female (walker)",,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,Open World Marine 2 Male Root,,,False,False,False,True,True,,,,,high,0,0,0,3112,0.0,"Open World Marine 2
Male (still)",,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,Patient U Root,,,False,False,False,False,False,,,,,low,0,0,0,0,0.0,Patient U (waver),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,Patient V Root,,,False,False,False,True,False,,,,,high,0,0,0,3112,0.0,Patient V (waver),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,Patient W Root,,,False,False,False,False,False,,,,,medium,0,0,0,0,0.0,Patient W (waver),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,Patient X Root,,,False,False,False,False,False,,,,,high,0,0,0,0,0.0,Patient X (walker),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,1,US Soldier 1 Root,,,False,False,False,False,False,,,,,medium,0,0,0,0,0.0,US Soldier 1 (waver),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,2,Local Soldier 1 Root,,,False,,False,False,,,,,,,0,0,0,0,,"Local Soldier 1
(waver)",,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,2,Open World Civilian 1 Male Root,,,False,,False,False,,,,,,,0,0,0,0,,"Open World Civilian
1 Male (waver)",,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,2,Open World Civilian 2 Female Root,,,False,,False,False,,,,,,,0,0,0,0,,"Open World Civilian
2 Female (still)",,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,2,Open World Marine 1 Female Root,,,False,,False,False,,,,,,,0,0,0,0,,"Open World Marine 1
Female (walker)",,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,2,Open World Marine 2 Male Root,,,False,,False,False,,,,,,,0,0,0,0,,"Open World Marine 2
Male (still)",,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,2,Patient U Root,,,False,,False,False,,,,,,,0,0,0,0,,Patient U (waver),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,2,Patient V Root,,,False,,False,False,,,,,,,0,0,0,0,,Patient V (waver),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,2,Patient W Root,,,False,,False,False,,,,,,,0,0,0,0,,Patient W (waver),,0,0,0,0,
Desert,23081f6e-875e-44f5-8bd0-edc3905f5c2c,2,US Soldier 1 Root,,,False,,False,False,,,,,,,0,0,0,0,,US Soldier 1 (waver),,0,0,0,0,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,Civilian 1 Root,72145.0,84617.0,False,True,True,False,True,,101471.0,,,medium,1,0,0,0,1.0,Civilian 1 (still),,11,1,5,0,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,Civilian 2 Root,,,False,True,True,False,True,,,,,medium,0,0,0,0,0.0,Civilian 2 (still),,0,0,0,0,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,NPC Root,,,False,False,True,False,True,,,,,,0,0,0,0,,NPC (still),,0,0,0,0,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,Open World Marine 1 Male Root,533254.0,545140.0,False,False,False,False,True,,574196.0,,,high,1,1,0,0,1.0,"Open World Marine 1
Male (still)",,10,2,4,0,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,Open World Marine 2 Female Root,589923.0,,False,False,False,False,False,,590804.0,,,medium,2,0,0,590155,0.0,"Open World Marine 2
Female (waver)",,2,2,0,0,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,Open World Marine 3 Male Root,,,False,False,False,False,False,,,,,high,0,0,0,0,0.0,"Open World Marine 3
Male (waver)",,0,0,0,0,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,Open World Marine 4 Male Root,582546.0,586609.0,False,True,False,True,True,,591563.0,,,high,3,0,0,0,1.0,"Open World Marine 4
Male (still)",,5,3,1,0,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,Patient U Root,220402.0,227195.0,False,False,True,False,False,False,244038.0,,,high,1,1,0,0,1.0,Patient U (walker),False,5,2,1,1,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,Patient V Root,189379.0,195456.0,False,False,True,False,False,False,262726.0,,,high,2,1,0,0,1.0,Patient V (walker),False,7,3,1,1,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,Patient W Root,281854.0,288096.0,False,False,True,False,True,True,512694.0,red,,medium,2,1,1,0,1.0,Patient W (still),True,9,3,3,1,
Jungle,287389c4-4c48-4483-87c0-6b363b57bde2,0,Patient X Root,361689.0,399701.0,False,False,True,False,True,True,490997.0,red,,high,1,1,1,0,1.0,Patient X (still),True,12,5,3,2,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,Civilian 1 Root,96379.0,133267.0,False,True,True,False,True,,133267.0,,,medium,1,0,0,0,1.0,Civilian 1 (still),,3,1,1,0,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,Civilian 2 Root,,,False,True,True,False,True,,,,,medium,0,0,0,0,0.0,Civilian 2 (still),,0,0,0,0,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,NPC Root,,,False,False,True,False,True,,,,,,0,0,0,0,,NPC (still),,0,0,0,0,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,Open World Marine 1 Male Root,,,False,False,False,False,True,,,,,high,0,0,0,0,0.0,"Open World Marine 1
Male (still)",,0,0,0,0,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,Open World Marine 2 Female Root,626005.0,,False,False,False,False,False,,626005.0,,,medium,1,0,0,24754,0.0,"Open World Marine 2
Female (waver)",,1,1,0,0,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,Open World Marine 3 Male Root,,,False,False,False,False,False,,,,,high,0,0,0,0,0.0,"Open World Marine 3
Male (waver)",,0,0,0,0,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,Open World Marine 4 Male Root,580288.0,,False,True,False,True,True,,632164.0,,,high,2,0,0,0,0.0,"Open World Marine 4
Male (still)",,3,2,0,0,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,Patient U Root,,,False,False,False,False,False,,,,,high,0,0,0,0,0.0,Patient U (walker),,0,0,0,0,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,Patient V Root,,,False,False,False,False,False,,,,,high,0,0,0,0,0.0,Patient V (walker),,0,0,0,0,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,Patient W Root,377435.0,510730.0,False,False,False,False,True,True,536374.0,red,,medium,6,1,1,0,1.0,Patient W (still),True,11,9,1,1,
Jungle,2e8f6555-a7fa-4b54-8132-c030d697b4ad,0,Patient X Root,407537.0,482123.0,False,False,False,False,True,True,527576.0,red,,high,5,1,1,0,1.0,Patient X (still),True,11,8,1,1,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Civilian 1 Root,70053.0,83729.0,False,True,True,False,True,,97023.0,,,medium,1,1,0,0,,Civilian 1 (still),,6,3,2,0,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Civilian 2 Root,,,False,True,True,False,True,,,,,medium,0,0,0,0,0.0,Civilian 2 (still),,0,0,0,0,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,NPC Root,,,False,False,True,False,True,,,,,,0,0,0,0,,NPC (still),,0,0,0,0,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Open World Marine 1 Male Root,,,False,False,False,False,True,,,,,high,0,0,0,0,0.0,"Open World Marine 1
Male (still)",,0,0,0,0,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Open World Marine 2 Female Root,529143.0,584355.0,False,False,False,False,False,False,623338.0,,,medium,3,1,0,593526,1.0,"Open World Marine 2
Female (waver)",False,18,8,4,1,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Open World Marine 3 Male Root,626462.0,643130.0,False,False,False,False,False,True,688670.0,red,,high,1,1,1,0,,"Open World Marine 3
Male (waver)",True,15,8,3,1,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Open World Marine 4 Male Root,518810.0,527532.0,False,True,False,True,True,True,619673.0,gray,,high,3,0,1,0,1.0,"Open World Marine 4
Male (still)",True,8,3,1,1,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Patient U Root,199484.0,308538.0,False,False,True,False,False,False,348023.0,,,high,2,1,0,0,1.0,Patient U (walker),False,7,3,1,1,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Patient V Root,184835.0,,False,False,True,False,False,,270938.0,,,high,2,1,0,0,0.0,Patient V (walker),,6,6,0,0,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Patient W Root,368818.0,381340.0,False,False,False,False,True,True,457785.0,red,,medium,1,1,1,0,1.0,Patient W (still),True,9,3,1,1,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Patient X Root,462760.0,473576.0,False,False,False,False,True,True,484204.0,red,,high,1,0,1,0,,Patient X (still),True,3,1,1,1,
Jungle,3cf14e31-f416-4c78-8a69-91bf0c685448,0,Simulation Root,523732.0,,False,,False,False,,,523732.0,,,,0,0,0,0,,"Simulation (no SORT
info)",,1,0,0,0,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Adept Shooter Root,333377.0,342439.0,False,False,False,False,True,True,393068.0,red,,medium,1,1,1,383085,1.0,"Adept Shooter
(still)",True,19,10,3,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Adept Victim Root,394570.0,429874.0,False,True,False,True,True,False,482360.0,red,,high,8,1,0,0,1.0,Adept Victim (still),False,22,13,3,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Civilian 1 Female Root,550963.0,828435.0,False,False,False,False,False,False,853084.0,,,high,3,1,0,24331,1.0,"Civilian 1 Female
(waver)",False,10,6,2,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Marine 1 Male Root,567282.0,586668.0,False,True,False,True,True,True,614802.0,gray,,high,1,1,1,0,1.0,"Marine 1 Male
(still)",True,14,3,5,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Marine 2 Male Root,545561.0,746656.0,False,False,False,False,False,False,806116.0,,,medium,3,1,0,745942,,"Marine 2 Male
(waver)",False,21,15,2,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Marine 3 Male Root,687309.0,699746.0,False,False,False,True,False,True,891521.0,red,,high,3,1,1,699032,1.0,"Marine 3 Male
(waver)",True,12,7,3,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Marine 4 Male Root,632708.0,642551.0,False,False,False,False,False,True,869210.0,red,,medium,2,1,1,660746,1.0,"Marine 4 Male
(waver)",True,10,4,2,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,NPC 1 Root,,,False,False,False,False,False,,,,,,0,0,0,0,,NPC 1 (walker),,0,0,0,0,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,NPC 2 Root,399251.0,,False,False,False,False,False,,481422.0,,,,4,0,0,0,,NPC 2 (walker),,4,4,0,0,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,NPC 3 Root,,,False,False,False,False,False,,,,,,0,0,0,0,,NPC 3 (walker),,0,0,0,0,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,NPC 4 Root,427679.0,,False,False,False,False,False,,443064.0,,,,3,0,0,0,,NPC 4 (walker),,3,3,0,0,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Patient U Root,137202.0,182640.0,False,False,True,False,False,False,199069.0,,,low,1,1,0,0,1.0,Patient U (waver),False,9,6,1,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Patient V Root,77344.0,90944.0,False,False,True,True,False,True,133300.0,red,,high,1,1,1,90230,1.0,Patient V (waver),True,21,17,1,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Patient W Root,278595.0,284790.0,False,False,True,False,False,False,295607.0,,,medium,1,1,0,0,1.0,Patient W (waver),False,4,2,1,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Patient X Root,227480.0,245608.0,False,False,True,False,False,False,303170.0,red,,high,2,1,0,0,1.0,Patient X (walker),False,7,4,1,1,
Urban,45365e18-6e38-48e7-b4a2-6b448b209034,0,Simulation Root,85064.0,,False,,False,False,,,742920.0,,,,0,0,0,0,,"Simulation (no SORT
info)",,4,0,0,0,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,Civilian 1 Root,65989.0,124849.0,False,True,True,False,True,,137416.0,,,medium,1,1,0,0,0.0,Civilian 1 (still),,11,9,1,0,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,Civilian 2 Root,,,False,True,True,False,True,,,,,medium,0,0,0,0,0.0,Civilian 2 (still),,0,0,0,0,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,NPC Root,170927.0,,False,False,True,False,True,,170927.0,,,,1,0,0,0,,NPC (still),,1,1,0,0,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,Open World Marine 1 Male Root,,,False,False,False,False,True,,,,,high,0,0,0,0,0.0,"Open World Marine 1
Male (still)",,0,0,0,0,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,Open World Marine 2 Female Root,,,False,False,False,False,False,,,,,medium,0,0,0,15780,0.0,"Open World Marine 2
Female (waver)",,0,0,0,0,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,Open World Marine 3 Male Root,,,False,False,False,False,False,,,,,high,0,0,0,0,0.0,"Open World Marine 3
Male (waver)",,0,0,0,0,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,Open World Marine 4 Male Root,,,False,True,False,True,True,,,,,high,0,0,0,0,0.0,"Open World Marine 4
Male (still)",,0,0,0,0,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,Patient U Root,225263.0,351373.0,False,False,True,False,False,False,359059.0,red,,high,5,1,0,0,1.0,Patient U (walker),False,15,11,1,1,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,Patient V Root,285729.0,331017.0,False,False,True,False,False,False,352454.0,red,,high,4,1,0,0,1.0,Patient V (walker),False,9,6,1,1,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,Patient W Root,430583.0,453929.0,False,False,False,False,True,False,609174.0,,,medium,2,1,0,0,0.0,Patient W (still),False,12,10,0,1,
Jungle,4bc46c8c-66e7-463d-b3a1-2a8303af4fd1,0,Patient X Root,404910.0,427842.0,False,False,False,False,True,False,544375.0,gray,,high,2,1,0,0,,Patient X (still),False,13,7,2,2,
Submarine,50b15e40-9860-4574-8ab8-0bd960fe27de,0,Navy Soldier 1 Male Root,489626.0,498393.0,False,True,False,True,True,True,498393.0,gray,,high,1,0,1,0,0.0,"Navy Soldier 1 Male
(still)",True,2,1,0,1,
Submarine,50b15e40-9860-4574-8ab8-0bd960fe27de,0,Navy Soldier 2 Male Root,424496.0,432760.0,False,False,False,False,False,False,485373.0,,,high,1,1,0,470075,1.0,"Navy Soldier 2 Male
(waver)",False,14,3,5,1,
Submarine,50b15e40-9860-4574-8ab8-0bd960fe27de,0,Navy Soldier 3 Male Root,500653.0,511124.0,False,False,False,False,False,False,540092.0,,,medium,1,1,0,512900,1.0,"Navy Soldier 3 Male
(waver)",False,8,3,2,1,
Submarine,50b15e40-9860-4574-8ab8-0bd960fe27de,0,Navy Soldier 4 Female Root,546059.0,552381.0,False,False,False,False,False,False,574687.0,,,high,1,0,0,0,1.0,"Navy Soldier 4
Female (waver)",False,9,1,4,1,
Submarine,50b15e40-9860-4574-8ab8-0bd960fe27de,0,Simulation Root,430273.0,,False,,False,False,,,550232.0,,,,0,0,0,0,,"Simulation (no SORT
info)",,3,0,0,0,
Submarine,50b15e40-9860-4574-8ab8-0bd960fe27de,0,bystander Root,365471.0,367675.0,False,False,False,False,True,False,410503.0,,,medium,1,0,0,0,1.0,bystander (still),False,8,1,3,1,
Submarine,50b15e40-9860-4574-8ab8-0bd960fe27de,0,electrician Root,,,False,False,False,False,True,,,,,high,0,0,0,0,0.0,electrician (still),,0,0,0,0,
Submarine,50b15e40-9860-4574-8ab8-0bd960fe27de,0,patient U Root,67746.0,72420.0,False,False,True,False,True,False,246834.0,,,high,2,1,0,0,1.0,patient U (still),False,8,4,1,1,
Submarine,50b15e40-9860-4574-8ab8-0bd960fe27de,0,patient V Root,134370.0,137053.0,False,False,True,False,True,False,228094.0,,,high,2,1,0,0,1.0,patient V (still),False,7,3,1,1,
Submarine,50b15e40-9860-4574-8ab8-0bd960fe27de,0,patient W Root,199306.0,206801.0,False,False,True,False,True,False,213924.0,,,high,1,1,0,0,1.0,patient W (still),False,4,2,1,1,
